reading_date_time,temperature_2m,precipitation,rain,wind_speed_10m,wind_direction_10m,town_name
2022-11-01 00:00:00,11.9,2.5,2.5,21.0,85.1,Carlisle
2022-11-01 01:00:00,11.6,0.9,0.9,17.9,79.6,Carlisle
2022-11-01 02:00:00,11.6,0.5,0.5,10.2,81.9,Carlisle
2022-11-01 03:00:00,11.4,0.1,0.1,1.0,315.0,Carlisle
2022-11-01 04:00:00,11.1,0.8,0.8,6.0,287.4,Carlisle
2022-11-01 05:00:00,10.9,1.8,1.8,6.7,254.5,Carlisle
2022-11-01 06:00:00,10.9,0.6,0.6,11.4,235.3,Carlisle
2022-11-01 07:00:00,11.0,0.2,0.2,17.6,241.9,Carlisle
2022-11-01 08:00:00,11.2,0.0,0.0,24.2,239.6,Carlisle
2022-11-01 09:00:00,10.9,0.0,0.0,18.8,223.5,Carlisle
2022-11-01 10:00:00,11.8,0.0,0.0,19.1,225.8,Carlisle
2022-11-01 11:00:00,12.0,0.1,0.1,24.6,235.1,Carlisle
2022-11-01 12:00:00,11.7,0.0,0.0,24.2,239.6,Carlisle
2022-11-01 13:00:00,11.9,0.0,0.0,26.9,237.6,Carlisle
2022-11-01 14:00:00,11.0,0.0,0.0,21.1,233.3,Carlisle
2022-11-01 15:00:00,11.4,0.0,0.0,17.3,226.7,Carlisle
2022-11-01 16:00:00,10.7,0.0,0.0,15.2,202.3,Carlisle
2022-11-01 17:00:00,9.6,0.0,0.0,12.5,191.6,Carlisle
2022-11-01 18:00:00,8.4,0.0,0.0,10.5,172.1,Carlisle
2022-11-01 19:00:00,7.6,0.0,0.0,10.6,162.2,Carlisle
2022-11-01 20:00:00,8.1,0.0,0.0,10.4,178.0,Carlisle
2022-11-01 21:00:00,8.1,0.0,0.0,10.5,206.6,Carlisle
2022-11-01 22:00:00,8.4,0.1,0.1,12.5,221.5,Carlisle
2022-11-01 23:00:00,8.4,0.2,0.2,11.8,220.0,Carlisle
2022-11-02 00:00:00,8.5,0.4,0.4,9.7,222.0,Carlisle
2022-11-02 01:00:00,8.7,0.3,0.3,18.2,230.6,Carlisle
2022-11-02 02:00:00,8.2,0.0,0.0,23.0,241.0,Carlisle
2022-11-02 03:00:00,8.0,0.0,0.0,18.5,240.9,Carlisle
2022-11-02 04:00:00,7.9,0.0,0.0,17.1,231.0,Carlisle
2022-11-02 05:00:00,7.6,0.0,0.0,15.4,217.4,Carlisle
2022-11-02 06:00:00,7.4,0.0,0.0,13.3,198.9,Carlisle
2022-11-02 07:00:00,6.8,0.0,0.0,12.3,175.0,Carlisle
2022-11-02 08:00:00,7.0,0.0,0.0,15.6,154.0,Carlisle
2022-11-02 09:00:00,9.0,0.1,0.1,20.4,170.9,Carlisle
2022-11-02 10:00:00,9.6,0.3,0.3,24.5,169.8,Carlisle
2022-11-02 11:00:00,10.0,0.3,0.3,27.0,161.3,Carlisle
2022-11-02 12:00:00,10.0,0.2,0.2,30.8,159.4,Carlisle
2022-11-02 13:00:00,10.8,1.2,1.2,36.2,166.8,Carlisle
2022-11-02 14:00:00,11.2,2.2,2.2,35.8,174.2,Carlisle
2022-11-02 15:00:00,11.4,2.1,2.1,41.5,175.5,Carlisle
2022-11-02 16:00:00,11.3,0.3,0.3,34.9,180.0,Carlisle
2022-11-02 17:00:00,11.7,0.0,0.0,33.1,179.4,Carlisle
2022-11-02 18:00:00,12.1,0.0,0.0,33.6,184.9,Carlisle
2022-11-02 19:00:00,11.5,0.0,0.0,35.2,193.6,Carlisle
2022-11-02 20:00:00,11.0,0.0,0.0,28.4,195.4,Carlisle
2022-11-02 21:00:00,10.2,0.1,0.1,31.4,206.6,Carlisle
2022-11-02 22:00:00,10.1,1.5,1.5,31.1,223.1,Carlisle
2022-11-02 23:00:00,9.9,0.1,0.1,28.0,242.4,Carlisle
2022-11-03 00:00:00,10.0,0.1,0.1,26.1,234.6,Carlisle
2022-11-03 01:00:00,9.9,0.0,0.0,21.6,240.0,Carlisle
2022-11-03 02:00:00,8.8,0.9,0.9,19.8,233.1,Carlisle
2022-11-03 03:00:00,8.2,0.0,0.0,13.4,207.3,Carlisle
2022-11-03 04:00:00,7.5,0.2,0.2,11.7,188.9,Carlisle
2022-11-03 05:00:00,7.6,0.2,0.2,11.4,192.7,Carlisle
2022-11-03 06:00:00,7.3,0.0,0.0,10.8,195.4,Carlisle
2022-11-03 07:00:00,6.6,0.0,0.0,11.2,185.5,Carlisle
2022-11-03 08:00:00,6.7,0.0,0.0,12.4,170.0,Carlisle
2022-11-03 09:00:00,7.7,0.0,0.0,12.9,162.1,Carlisle
2022-11-03 10:00:00,9.1,0.0,0.0,10.7,147.4,Carlisle
2022-11-03 11:00:00,10.2,0.0,0.0,10.1,145.2,Carlisle
2022-11-03 12:00:00,10.5,0.1,0.1,4.4,215.0,Carlisle
2022-11-03 13:00:00,10.3,1.0,1.0,3.4,108.4,Carlisle
2022-11-03 14:00:00,9.5,1.7,1.7,7.2,153.4,Carlisle
2022-11-03 15:00:00,9.2,0.0,0.0,3.2,153.4,Carlisle
2022-11-03 16:00:00,7.6,0.0,0.0,5.2,123.7,Carlisle
2022-11-03 17:00:00,6.5,0.0,0.0,5.9,104.0,Carlisle
2022-11-03 18:00:00,5.0,0.0,0.0,5.8,86.4,Carlisle
2022-11-03 19:00:00,6.3,0.0,0.0,4.3,90.0,Carlisle
2022-11-03 20:00:00,6.5,0.0,0.0,4.3,65.6,Carlisle
2022-11-03 21:00:00,6.1,0.0,0.0,2.2,360.0,Carlisle
2022-11-03 22:00:00,5.6,0.0,0.0,1.6,243.4,Carlisle
2022-11-03 23:00:00,2.2,0.0,0.0,6.8,251.6,Carlisle
2022-11-04 00:00:00,3.1,0.0,0.0,6.2,263.3,Carlisle
2022-11-04 01:00:00,2.1,0.0,0.0,4.9,197.1,Carlisle
2022-11-04 02:00:00,1.9,0.0,0.0,4.6,198.4,Carlisle
2022-11-04 03:00:00,2.0,0.0,0.0,5.6,225.0,Carlisle
2022-11-04 04:00:00,2.6,0.0,0.0,5.1,265.9,Carlisle
2022-11-04 05:00:00,3.1,0.0,0.0,5.8,262.9,Carlisle
2022-11-04 06:00:00,3.3,0.0,0.0,4.6,251.6,Carlisle
2022-11-04 07:00:00,3.9,0.0,0.0,7.1,255.3,Carlisle
2022-11-04 08:00:00,4.5,0.0,0.0,6.2,263.3,Carlisle
2022-11-04 09:00:00,5.5,0.0,0.0,6.8,244.8,Carlisle
2022-11-04 10:00:00,7.3,0.0,0.0,7.7,242.2,Carlisle
2022-11-04 11:00:00,9.2,0.0,0.0,10.2,251.6,Carlisle
2022-11-04 12:00:00,10.1,0.0,0.0,18.4,258.7,Carlisle
2022-11-04 13:00:00,10.2,0.0,0.0,20.6,264.0,Carlisle
2022-11-04 14:00:00,10.3,0.1,0.1,19.4,270.0,Carlisle
2022-11-04 15:00:00,10.1,0.0,0.0,16.7,262.6,Carlisle
2022-11-04 16:00:00,9.3,0.0,0.0,15.9,256.9,Carlisle
2022-11-04 17:00:00,8.6,0.0,0.0,13.7,251.6,Carlisle
2022-11-04 18:00:00,8.4,0.0,0.0,13.8,254.9,Carlisle
2022-11-04 19:00:00,7.9,0.0,0.0,9.9,250.9,Carlisle
2022-11-04 20:00:00,7.6,0.0,0.0,9.1,236.3,Carlisle
2022-11-04 21:00:00,7.5,0.0,0.0,8.4,230.2,Carlisle
2022-11-04 22:00:00,7.7,0.1,0.1,8.5,233.6,Carlisle
2022-11-04 23:00:00,8.0,0.0,0.0,6.9,218.7,Carlisle
2022-11-05 00:00:00,8.1,0.0,0.0,9.9,199.1,Carlisle
2022-11-05 01:00:00,8.1,0.0,0.0,10.8,195.4,Carlisle
2022-11-05 02:00:00,7.8,0.0,0.0,10.5,187.9,Carlisle
2022-11-05 03:00:00,8.0,0.0,0.0,9.4,177.8,Carlisle
2022-11-05 04:00:00,7.8,0.0,0.0,11.1,166.9,Carlisle
2022-11-05 05:00:00,8.5,0.0,0.0,11.3,163.3,Carlisle
2022-11-05 06:00:00,8.8,0.0,0.0,12.4,154.2,Carlisle
2022-11-05 07:00:00,9.3,0.3,0.3,13.0,165.6,Carlisle
2022-11-05 08:00:00,9.4,0.5,0.5,13.4,152.7,Carlisle
2022-11-05 09:00:00,9.8,0.2,0.2,18.9,156.4,Carlisle
2022-11-05 10:00:00,10.0,0.2,0.2,21.1,160.0,Carlisle
2022-11-05 11:00:00,10.4,0.0,0.0,21.8,163.7,Carlisle
2022-11-05 12:00:00,10.4,0.0,0.0,20.5,169.9,Carlisle
2022-11-05 13:00:00,10.9,0.4,0.4,21.1,171.2,Carlisle
2022-11-05 14:00:00,11.0,3.7,3.7,15.5,181.3,Carlisle
2022-11-05 15:00:00,11.1,2.7,2.7,10.9,207.4,Carlisle
2022-11-05 16:00:00,11.1,0.5,0.5,10.3,245.2,Carlisle
2022-11-05 17:00:00,10.2,0.0,0.0,11.9,241.1,Carlisle
2022-11-05 18:00:00,9.4,0.0,0.0,11.4,235.3,Carlisle
2022-11-05 19:00:00,8.8,0.0,0.0,10.4,226.4,Carlisle
2022-11-05 20:00:00,8.6,0.0,0.0,9.4,212.5,Carlisle
2022-11-05 21:00:00,8.1,0.0,0.0,8.8,191.8,Carlisle
2022-11-05 22:00:00,7.8,0.0,0.0,10.5,174.1,Carlisle
2022-11-05 23:00:00,7.6,0.0,0.0,12.0,164.3,Carlisle
2022-11-06 00:00:00,7.3,0.0,0.0,12.1,149.6,Carlisle
2022-11-06 01:00:00,6.9,0.0,0.0,12.9,149.9,Carlisle
2022-11-06 02:00:00,7.4,0.0,0.0,15.7,148.1,Carlisle
2022-11-06 03:00:00,7.9,0.0,0.0,18.1,156.5,Carlisle
2022-11-06 04:00:00,8.1,0.0,0.0,21.0,157.8,Carlisle
2022-11-06 05:00:00,8.4,0.0,0.0,23.1,157.0,Carlisle
2022-11-06 06:00:00,7.9,0.0,0.0,22.7,156.7,Carlisle
2022-11-06 07:00:00,7.5,0.1,0.1,23.2,152.2,Carlisle
2022-11-06 08:00:00,7.6,0.1,0.1,24.7,151.2,Carlisle
2022-11-06 09:00:00,8.3,0.0,0.0,25.3,155.6,Carlisle
2022-11-06 10:00:00,9.5,0.0,0.0,24.0,160.8,Carlisle
2022-11-06 11:00:00,10.6,0.0,0.0,19.9,163.2,Carlisle
2022-11-06 12:00:00,11.2,0.0,0.0,18.4,167.6,Carlisle
2022-11-06 13:00:00,11.4,0.0,0.0,20.8,171.0,Carlisle
2022-11-06 14:00:00,11.3,0.1,0.1,18.7,168.9,Carlisle
2022-11-06 15:00:00,10.9,0.0,0.0,16.4,160.8,Carlisle
2022-11-06 16:00:00,10.5,0.0,0.0,16.5,163.5,Carlisle
2022-11-06 17:00:00,9.9,0.0,0.0,16.3,162.0,Carlisle
2022-11-06 18:00:00,9.8,0.0,0.0,15.6,165.3,Carlisle
2022-11-06 19:00:00,9.9,0.0,0.0,16.6,180.0,Carlisle
2022-11-06 20:00:00,9.5,0.0,0.0,15.9,176.1,Carlisle
2022-11-06 21:00:00,9.4,0.0,0.0,14.4,184.3,Carlisle
2022-11-06 22:00:00,8.9,0.0,0.0,14.9,188.3,Carlisle
2022-11-06 23:00:00,8.9,0.0,0.0,13.2,197.4,Carlisle
2022-11-07 00:00:00,8.8,0.0,0.0,11.5,178.2,Carlisle
2022-11-07 01:00:00,8.4,0.2,0.2,12.7,186.5,Carlisle
2022-11-07 02:00:00,8.2,0.0,0.0,13.0,175.2,Carlisle
2022-11-07 03:00:00,7.9,0.0,0.0,14.5,161.1,Carlisle
2022-11-07 04:00:00,7.9,0.0,0.0,14.8,157.2,Carlisle
2022-11-07 05:00:00,8.4,0.0,0.0,14.9,173.0,Carlisle
2022-11-07 06:00:00,8.7,0.8,0.8,18.4,156.9,Carlisle
2022-11-07 07:00:00,9.3,1.1,1.1,23.4,155.4,Carlisle
2022-11-07 08:00:00,9.9,1.9,1.9,21.9,170.5,Carlisle
2022-11-07 09:00:00,10.6,3.0,3.0,19.9,175.8,Carlisle
2022-11-07 10:00:00,11.6,1.1,1.1,21.6,181.0,Carlisle
2022-11-07 11:00:00,12.3,0.7,0.7,21.7,186.7,Carlisle
2022-11-07 12:00:00,12.8,0.4,0.4,20.7,193.1,Carlisle
2022-11-07 13:00:00,13.4,0.3,0.3,23.5,195.1,Carlisle
2022-11-07 14:00:00,13.3,0.2,0.2,22.5,186.4,Carlisle
2022-11-07 15:00:00,13.2,0.0,0.0,24.6,174.1,Carlisle
2022-11-07 16:00:00,12.7,0.1,0.1,23.7,171.3,Carlisle
2022-11-07 17:00:00,12.5,0.1,0.1,25.3,165.2,Carlisle
2022-11-07 18:00:00,12.7,0.1,0.1,25.1,164.2,Carlisle
2022-11-07 19:00:00,12.9,0.0,0.0,26.0,165.6,Carlisle
2022-11-07 20:00:00,12.9,0.0,0.0,27.1,160.6,Carlisle
2022-11-07 21:00:00,13.0,0.1,0.1,28.4,157.7,Carlisle
2022-11-07 22:00:00,12.9,0.1,0.1,27.5,152.8,Carlisle
2022-11-07 23:00:00,12.9,0.6,0.6,26.4,154.1,Carlisle
2022-11-08 00:00:00,12.8,0.5,0.5,29.3,166.5,Carlisle
2022-11-08 01:00:00,12.6,1.6,1.6,25.2,178.4,Carlisle
2022-11-08 02:00:00,12.3,0.7,0.7,21.5,189.6,Carlisle
2022-11-08 03:00:00,11.6,0.2,0.2,20.2,179.0,Carlisle
2022-11-08 04:00:00,10.7,0.1,0.1,17.4,185.9,Carlisle
2022-11-08 05:00:00,10.4,0.3,0.3,17.3,177.6,Carlisle
2022-11-08 06:00:00,10.1,0.0,0.0,18.1,175.4,Carlisle
2022-11-08 07:00:00,10.0,0.0,0.0,17.8,171.9,Carlisle
2022-11-08 08:00:00,10.3,0.0,0.0,20.6,160.6,Carlisle
2022-11-08 09:00:00,10.6,0.0,0.0,22.9,157.9,Carlisle
2022-11-08 10:00:00,10.7,0.1,0.1,23.7,155.8,Carlisle
2022-11-08 11:00:00,11.5,0.0,0.0,21.6,161.6,Carlisle
2022-11-08 12:00:00,11.4,0.1,0.1,20.3,173.9,Carlisle
2022-11-08 13:00:00,11.1,0.4,0.4,20.9,178.0,Carlisle
2022-11-08 14:00:00,10.1,1.9,1.9,17.7,176.5,Carlisle
2022-11-08 15:00:00,10.0,1.1,1.1,16.4,171.2,Carlisle
2022-11-08 16:00:00,10.1,0.0,0.0,20.0,172.7,Carlisle
2022-11-08 17:00:00,9.9,0.1,0.1,20.2,176.9,Carlisle
2022-11-08 18:00:00,9.7,0.2,0.2,20.2,183.1,Carlisle
2022-11-08 19:00:00,9.5,0.1,0.1,19.1,191.9,Carlisle
2022-11-08 20:00:00,9.4,0.0,0.0,18.7,202.6,Carlisle
2022-11-08 21:00:00,8.8,0.9,0.9,14.2,207.2,Carlisle
2022-11-08 22:00:00,9.0,2.2,2.2,16.2,192.8,Carlisle
2022-11-08 23:00:00,10.0,2.2,2.2,19.7,203.7,Carlisle
2022-11-09 00:00:00,9.9,0.1,0.1,21.0,219.4,Carlisle
2022-11-09 01:00:00,10.2,0.1,0.1,20.9,226.4,Carlisle
2022-11-09 02:00:00,10.0,0.2,0.2,20.2,231.5,Carlisle
2022-11-09 03:00:00,9.7,0.1,0.1,18.9,228.1,Carlisle
2022-11-09 04:00:00,9.4,0.0,0.0,17.3,223.3,Carlisle
2022-11-09 05:00:00,9.0,0.2,0.2,16.4,217.9,Carlisle
2022-11-09 06:00:00,8.8,0.5,0.5,15.7,211.9,Carlisle
2022-11-09 07:00:00,8.9,0.5,0.5,15.5,234.5,Carlisle
2022-11-09 08:00:00,9.0,0.0,0.0,16.8,225.0,Carlisle
2022-11-09 09:00:00,9.4,0.1,0.1,17.8,234.1,Carlisle
2022-11-09 10:00:00,9.9,0.0,0.0,18.7,232.0,Carlisle
2022-11-09 11:00:00,10.6,0.1,0.1,16.8,234.6,Carlisle
2022-11-09 12:00:00,9.8,0.5,0.5,20.9,226.4,Carlisle
2022-11-09 13:00:00,10.4,0.1,0.1,19.1,224.2,Carlisle
2022-11-09 14:00:00,10.7,0.1,0.1,17.8,223.4,Carlisle
2022-11-09 15:00:00,10.6,0.8,0.8,22.2,237.6,Carlisle
2022-11-09 16:00:00,9.9,0.0,0.0,18.4,235.4,Carlisle
2022-11-09 17:00:00,9.7,0.0,0.0,15.9,219.5,Carlisle
2022-11-09 18:00:00,9.5,0.1,0.1,16.7,217.1,Carlisle
2022-11-09 19:00:00,9.7,0.2,0.2,13.9,201.3,Carlisle
2022-11-09 20:00:00,10.0,0.0,0.0,16.8,208.2,Carlisle
2022-11-09 21:00:00,10.4,0.2,0.2,18.7,205.1,Carlisle
2022-11-09 22:00:00,11.0,0.3,0.3,21.7,199.3,Carlisle
2022-11-09 23:00:00,11.9,0.0,0.0,25.0,206.6,Carlisle
2022-11-10 00:00:00,12.5,0.0,0.0,25.2,211.0,Carlisle
2022-11-10 01:00:00,12.9,0.1,0.1,25.3,208.0,Carlisle
2022-11-10 02:00:00,13.2,0.0,0.0,26.3,221.1,Carlisle
2022-11-10 03:00:00,13.4,0.0,0.0,27.1,220.7,Carlisle
2022-11-10 04:00:00,13.2,0.0,0.0,24.5,216.0,Carlisle
2022-11-10 05:00:00,12.5,0.0,0.0,24.3,218.4,Carlisle
2022-11-10 06:00:00,12.9,0.0,0.0,24.8,215.5,Carlisle
2022-11-10 07:00:00,13.2,0.0,0.0,26.2,217.2,Carlisle
2022-11-10 08:00:00,13.8,0.0,0.0,25.8,215.9,Carlisle
2022-11-10 09:00:00,14.6,0.1,0.1,27.6,220.8,Carlisle
2022-11-10 10:00:00,14.9,0.0,0.0,28.2,215.1,Carlisle
2022-11-10 11:00:00,15.2,0.0,0.0,31.5,215.7,Carlisle
2022-11-10 12:00:00,14.7,0.0,0.0,31.4,211.9,Carlisle
2022-11-10 13:00:00,14.8,0.1,0.1,33.4,212.7,Carlisle
2022-11-10 14:00:00,15.0,0.0,0.0,31.6,212.4,Carlisle
2022-11-10 15:00:00,14.9,0.0,0.0,29.5,210.0,Carlisle
2022-11-10 16:00:00,15.2,0.0,0.0,32.3,213.2,Carlisle
2022-11-10 17:00:00,15.0,0.0,0.0,32.9,213.9,Carlisle
2022-11-10 18:00:00,15.2,0.0,0.0,30.5,212.9,Carlisle
2022-11-10 19:00:00,14.9,0.1,0.1,27.9,210.2,Carlisle
2022-11-10 20:00:00,14.7,0.1,0.1,28.0,207.6,Carlisle
2022-11-10 21:00:00,14.6,0.1,0.1,25.8,206.6,Carlisle
2022-11-10 22:00:00,14.8,0.0,0.0,30.0,208.7,Carlisle
2022-11-10 23:00:00,14.7,0.0,0.0,25.3,200.0,Carlisle
2022-11-11 00:00:00,14.4,0.2,0.2,25.1,201.0,Carlisle
2022-11-11 01:00:00,14.6,0.0,0.0,26.7,201.4,Carlisle
2022-11-11 02:00:00,14.5,0.0,0.0,24.9,194.2,Carlisle
2022-11-11 03:00:00,14.6,0.0,0.0,25.8,192.9,Carlisle
2022-11-11 04:00:00,14.7,0.0,0.0,26.3,193.5,Carlisle
2022-11-11 05:00:00,14.6,0.0,0.0,26.6,195.7,Carlisle
2022-11-11 06:00:00,14.3,0.0,0.0,25.5,193.1,Carlisle
2022-11-11 07:00:00,14.3,0.0,0.0,23.9,192.2,Carlisle
2022-11-11 08:00:00,14.4,0.1,0.1,24.6,195.3,Carlisle
2022-11-11 09:00:00,14.4,0.1,0.1,23.6,195.9,Carlisle
2022-11-11 10:00:00,14.8,0.0,0.0,24.2,194.7,Carlisle
2022-11-11 11:00:00,15.2,0.0,0.0,23.5,195.1,Carlisle
2022-11-11 12:00:00,16.1,0.0,0.0,33.8,198.6,Carlisle
2022-11-11 13:00:00,16.3,0.0,0.0,30.3,195.9,Carlisle
2022-11-11 14:00:00,16.0,0.0,0.0,31.3,199.5,Carlisle
2022-11-11 15:00:00,15.8,0.1,0.1,31.5,195.9,Carlisle
2022-11-11 16:00:00,15.5,0.1,0.1,29.7,196.9,Carlisle
2022-11-11 17:00:00,15.4,0.1,0.1,27.7,200.6,Carlisle
2022-11-11 18:00:00,15.4,0.1,0.1,27.6,202.2,Carlisle
2022-11-11 19:00:00,15.2,0.1,0.1,25.6,205.8,Carlisle
2022-11-11 20:00:00,15.0,0.0,0.0,23.4,204.6,Carlisle
2022-11-11 21:00:00,15.1,0.0,0.0,20.5,201.6,Carlisle
2022-11-11 22:00:00,15.0,0.0,0.0,17.2,195.8,Carlisle
2022-11-11 23:00:00,14.7,0.0,0.0,14.5,187.1,Carlisle
2022-11-12 00:00:00,14.5,0.0,0.0,11.5,183.6,Carlisle
2022-11-12 01:00:00,14.5,0.0,0.0,12.4,171.6,Carlisle
2022-11-12 02:00:00,14.3,0.0,0.0,15.1,167.6,Carlisle
2022-11-12 03:00:00,13.9,0.0,0.0,14.9,164.6,Carlisle
2022-11-12 04:00:00,13.7,0.0,0.0,14.8,161.6,Carlisle
2022-11-12 05:00:00,13.5,0.0,0.0,16.8,165.1,Carlisle
2022-11-12 06:00:00,13.2,0.0,0.0,17.2,160.4,Carlisle
2022-11-12 07:00:00,12.7,0.1,0.1,17.3,156.6,Carlisle
2022-11-12 08:00:00,12.4,0.0,0.0,17.1,161.6,Carlisle
2022-11-12 09:00:00,12.0,0.0,0.0,15.6,165.3,Carlisle
2022-11-12 10:00:00,12.3,0.0,0.0,15.7,170.8,Carlisle
2022-11-12 11:00:00,12.3,0.0,0.0,15.6,172.1,Carlisle
2022-11-12 12:00:00,13.4,0.0,0.0,16.2,176.2,Carlisle
2022-11-12 13:00:00,13.1,0.0,0.0,15.0,169.0,Carlisle
2022-11-12 14:00:00,12.8,0.0,0.0,15.0,155.9,Carlisle
2022-11-12 15:00:00,12.2,0.0,0.0,16.4,154.0,Carlisle
2022-11-12 16:00:00,11.1,0.0,0.0,13.0,160.6,Carlisle
2022-11-12 17:00:00,10.1,0.0,0.0,11.9,166.0,Carlisle
2022-11-12 18:00:00,10.3,0.0,0.0,13.4,166.0,Carlisle
2022-11-12 19:00:00,10.8,0.0,0.0,15.6,165.3,Carlisle
2022-11-12 20:00:00,11.5,0.0,0.0,14.6,164.2,Carlisle
2022-11-12 21:00:00,12.1,0.0,0.0,13.3,161.1,Carlisle
2022-11-12 22:00:00,12.5,0.0,0.0,17.8,162.3,Carlisle
2022-11-12 23:00:00,12.6,0.0,0.0,20.6,160.6,Carlisle
2022-11-13 00:00:00,13.0,0.0,0.0,15.5,152.2,Carlisle
2022-11-13 01:00:00,13.2,0.0,0.0,14.5,156.6,Carlisle
2022-11-13 02:00:00,12.9,0.0,0.0,14.8,150.9,Carlisle
2022-11-13 03:00:00,11.9,0.0,0.0,16.7,147.3,Carlisle
2022-11-13 04:00:00,11.7,0.0,0.0,18.8,151.5,Carlisle
2022-11-13 05:00:00,11.7,0.0,0.0,20.1,151.1,Carlisle
2022-11-13 06:00:00,11.6,0.0,0.0,20.7,148.5,Carlisle
2022-11-13 07:00:00,11.9,0.0,0.0,22.1,149.7,Carlisle
2022-11-13 08:00:00,12.5,0.0,0.0,24.0,154.2,Carlisle
2022-11-13 09:00:00,13.4,0.0,0.0,24.0,152.3,Carlisle
2022-11-13 10:00:00,14.4,0.0,0.0,24.5,151.9,Carlisle
2022-11-13 11:00:00,15.3,0.0,0.0,23.4,149.5,Carlisle
2022-11-13 12:00:00,15.6,0.0,0.0,20.4,144.3,Carlisle
2022-11-13 13:00:00,16.1,0.0,0.0,21.3,146.0,Carlisle
2022-11-13 14:00:00,16.4,0.0,0.0,22.5,148.1,Carlisle
2022-11-13 15:00:00,15.8,0.0,0.0,21.9,143.7,Carlisle
2022-11-13 16:00:00,14.5,0.0,0.0,23.0,144.6,Carlisle
2022-11-13 17:00:00,13.6,0.0,0.0,21.8,145.8,Carlisle
2022-11-13 18:00:00,13.0,0.0,0.0,21.1,146.9,Carlisle
2022-11-13 19:00:00,12.3,0.0,0.0,21.8,149.2,Carlisle
2022-11-13 20:00:00,11.7,0.0,0.0,24.8,147.5,Carlisle
2022-11-13 21:00:00,11.6,0.0,0.0,25.3,147.2,Carlisle
2022-11-13 22:00:00,11.5,0.0,0.0,23.9,149.2,Carlisle
2022-11-13 23:00:00,11.2,0.0,0.0,20.9,147.7,Carlisle
2022-11-14 00:00:00,10.7,0.0,0.0,21.2,144.7,Carlisle
2022-11-14 01:00:00,10.8,0.0,0.0,21.0,142.0,Carlisle
2022-11-14 02:00:00,11.0,0.0,0.0,20.2,148.9,Carlisle
2022-11-14 03:00:00,10.8,0.0,0.0,17.6,154.5,Carlisle
2022-11-14 04:00:00,11.1,0.0,0.0,17.3,148.6,Carlisle
2022-11-14 05:00:00,10.9,0.0,0.0,16.7,147.3,Carlisle
2022-11-14 06:00:00,10.9,0.0,0.0,16.2,143.1,Carlisle
2022-11-14 07:00:00,11.1,0.0,0.0,17.7,142.4,Carlisle
2022-11-14 08:00:00,11.3,0.0,0.0,18.4,149.4,Carlisle
2022-11-14 09:00:00,11.6,0.0,0.0,19.2,149.6,Carlisle
2022-11-14 10:00:00,12.1,0.0,0.0,18.2,146.3,Carlisle
2022-11-14 11:00:00,12.9,0.0,0.0,16.4,151.2,Carlisle
2022-11-14 12:00:00,14.1,0.0,0.0,17.4,150.3,Carlisle
2022-11-14 13:00:00,14.4,0.0,0.0,15.2,148.6,Carlisle
2022-11-14 14:00:00,14.3,0.0,0.0,15.1,151.6,Carlisle
2022-11-14 15:00:00,13.8,0.0,0.0,13.2,169.0,Carlisle
2022-11-14 16:00:00,13.1,0.0,0.0,12.1,169.7,Carlisle
2022-11-14 17:00:00,12.5,0.0,0.0,12.4,150.5,Carlisle
2022-11-14 18:00:00,12.7,0.0,0.0,13.9,143.4,Carlisle
2022-11-14 19:00:00,12.4,0.0,0.0,14.7,144.0,Carlisle
2022-11-14 20:00:00,12.0,0.0,0.0,14.6,142.0,Carlisle
2022-11-14 21:00:00,11.9,0.0,0.0,14.7,144.0,Carlisle
2022-11-14 22:00:00,12.1,0.0,0.0,16.4,146.7,Carlisle
2022-11-14 23:00:00,12.2,0.0,0.0,17.4,152.9,Carlisle
2022-11-15 00:00:00,11.9,0.0,0.0,16.1,150.6,Carlisle
2022-11-15 01:00:00,10.8,0.0,0.0,15.4,142.6,Carlisle
2022-11-15 02:00:00,9.8,0.0,0.0,13.8,139.2,Carlisle
2022-11-15 03:00:00,9.2,0.0,0.0,14.3,128.9,Carlisle
2022-11-15 04:00:00,9.5,0.0,0.0,18.2,123.7,Carlisle
2022-11-15 05:00:00,9.9,0.0,0.0,22.9,135.0,Carlisle
2022-11-15 06:00:00,10.6,0.0,0.0,24.6,142.1,Carlisle
2022-11-15 07:00:00,10.7,0.3,0.3,26.2,145.7,Carlisle
2022-11-15 08:00:00,10.5,0.4,0.4,26.0,139.5,Carlisle
2022-11-15 09:00:00,10.6,0.3,0.3,25.0,137.3,Carlisle
2022-11-15 10:00:00,10.4,1.0,1.0,21.1,135.7,Carlisle
2022-11-15 11:00:00,10.5,1.7,1.7,21.9,131.0,Carlisle
2022-11-15 12:00:00,10.5,0.9,0.9,8.7,163.1,Carlisle
2022-11-15 13:00:00,10.4,1.9,1.9,4.7,171.3,Carlisle
2022-11-15 14:00:00,10.4,1.1,1.1,3.9,123.7,Carlisle
2022-11-15 15:00:00,10.6,0.2,0.2,8.6,123.0,Carlisle
2022-11-15 16:00:00,10.7,0.2,0.2,11.9,176.5,Carlisle
2022-11-15 17:00:00,9.9,0.0,0.0,10.0,210.3,Carlisle
2022-11-15 18:00:00,8.6,0.0,0.0,10.5,195.9,Carlisle
2022-11-15 19:00:00,8.3,0.0,0.0,10.2,198.4,Carlisle
2022-11-15 20:00:00,7.4,0.0,0.0,8.8,189.5,Carlisle
